polis_id,polis_name,region,latitude,longitude,territory_size,start_date,end_date,chrono_text,population,pop_text,urban_size_ha,ha_text,relocated,relocation_details,coins,constitution_type,walls,monuments,crisis
280-Lykosoura,Lykosoura,Arkadia,37.25,22.0,,,,"No Archaic or Classical source mentions Lykosoura. At 8.27.4 (r 371), Pausanias states that Lykosoura was among the communities that the Arkadian Confederacy voted to relocate to Megalopolis; however, he goes on to explain that this decision was not implemented (8.27.6), because the city resisted the relocation. Since the very first source that mentions Lykosoura (SEG 41 332 (c. 230-190)) describes it as a polis (in the political sense, e.g. l. 3) and refers to the politai (ll. 7-8), it is possible that at the foundation of Megalopolis the city was left as a dependent polis inside Megalopolitan territory.",,,,,False,,False,,True,"akropolis, temple",conflict
281-Mantinea,Mantinea,Arkadia,37.35,22.25,4,-500,,"The town of Mantinea (the date of whose foundation is uncertain; see Hodkinson and Hodkinson (1981) 256-61). According to Strabo 8.3.2, Mantinea was originally synoecised from five demoi. The synoecism cannot be dated. In 385, the Spartans undid the synoecism by dioikismos. However, in 370 the city was synoecised again.",,"At Thermopylai Mantinea contributed 500 hoplites (Hdt. 7.202), and in 420, 1,000 soldiers helped to protect the Olympic Games against an anticipated Spartan attack. According to Lys. 34.7, the Mantineans did not number 3,000; it is not possible to give any exact estimate of the size of population on this basis.",124,"It encloses an area of 124 ha (Hodkinson and Hodkinson (1981) 256) and runs for 3,942 m with ten gates and 126 towers.",True,"Mantinea was originally synoecised from five demoi (komai). In 385, the Spartans undid the synoecism by dioikismos, dispersing the Mantineans to the old villages. In 370 the city was synoecised again.",True,democracy,True,"agora, temple, bouleuterion, theatre, stoa","conflict, conquered"
282-Megale-polis,Megale polis,Arkadia,37.25,22.05,5,"-371, -368",,"Diod. 15.72.4, who gives a compressed account of an event and dates the synoecism to 368; and from Paus. 8.27.1-8, who gives a detailed account of the original plan for the foundation as well as an account of the implementation of this plan, and dates the synoecism to shortly after Leuktra. the decision to synoecise may have been taken shortly after Leuktra (Paus.) but the implementation may have been postponed to 368 (Diod.).","65000:-318, 10000:unknown","Diod. 18.70.1 states that in 318 the city managed to put 15,000 men under arms, but this figure includes metics and slaves (Bury (1898) 16); Gardner et al. (1893) 3 supposes a total population of 65,000. Even on the most cautious estimate-that only 100 ha was occupied by habitation and that each ha accommodated only 100 people-the urban population of the city would have been 10,000.",350,"The area enclosed by walls measured c. 350 ha; this area, however, includes the river Helisson, which divided the city in two.",True,"Megalopolis was created by synoecism of the Arkadian Confederacy, involving twenty komai belonging to the Parrhasians and Mainalians relocated to a new site, planned by a board of ten oikistai. The synoecism was planned shortly after Leuktra and implemented in 368.",True,democracy,True,"agora, temple, bouleuterion, ekklesiastierion, theatre, stoa",conflict
283-Methydrion,Methydrion,Arkadia,37.4,22.1,2,-700,,"at Petrovouni, 3 km west of the city, a sanctuary has been found; the temple is Heltic, but architectural fragments and votives go back to C7. The oldest find at the site is an Archaic statuette of Zeus.",,,11,The wall encloses an area of 11 ha (von Gaertringen and Lattermann (1911) 31).,True,"According to Paus. 8.27.4, Methydrion was among the communities that the Arkadian Confederacy voted to relocate to Megalopolis. However, it is uncertain whether Megalopolis in the Classical period effectively controlled the city, which was clearly not abandoned.",True,,True,"akropolis, temple",
284-Nestane,Nestane,Arkadia,37.35,22.3,1,,,"In C4m, Nestane may have been a dependent polis inside Mantinean territory",,,,,False,,False,,,,
285-Nonakris,Nonakris,Arkadia,38.0,22.15,2,,,"At the presumed site of Nonakris, Archaic and Classical pottery has been found, together with some poor architectural fragments.",,,,,False,,False,,,,
286-Orchomenos,Orchomenos,Arkadia,37.45,22.2,3,,,,3600:-479,The only indication we have of the order of size of the Orchomenian population is the fact that the city fielded 600 hoplites at Plataiai in 479,20,"The fortification wall encloses the upper part of the Kalpaki hill; it was 2,300 m long and enclosed an area of c. 20 ha.",True,"Pausanias at 8.13.2 explicitly states that the earlier city was on the Kalpaki hill, but that in his day habitation was under the circuit wall. The inference is that in C4 the city was moved from the southern slope to the hill when the wall was constructed (so Winter (1989) 194-95), although habitation in the former town seems not to have ceased.",True,,True,"agora, temple, theatre, stoa","conflict, conquered"
287-Oresthasion,Oresthasion,Arkadia,37.25,22.1,2,,,"According to Paus. 8.27.3, Oresthasion was one of the communities that the Arkadian Confederacy voted to relocate to Megalopolis (no. 282). It is likely that the city came under Megalopolitan control, but it was probably not abandoned since a surface survey has brought to light numerous Heltic sherds at the probable site of the city.",,,9.0,"According to Pikoulas (1988) 102, the megalos archaios oikismos of Oresthasion covered an area of 450 × 200 m.",True,"According to Paus. 8.27.3, Oresthasion was one of the communities that the Arkadian Confederacy voted to relocate to Megalopolis (no. 282). It is likely that the city came under Megalopolitan control, but it was probably not abandoned.",False,,True,akropolis,conflict
288-Paion,Paion,Arkadia,37.55,22.0,,,,C. 230-210 a Delphic theorodokos resided in the city. The city is called polis at Hdt. 6.127.3.,,,,"The extent of the city is not stated by any authority, but there was probably occupation both inside and outside the wall. Papandreou seems to believe that the site was of considerable size.",False,,False,,True,"akropolis, temple",
289-Pallantion,Pallantion,Arkadia,37.3,22.2,2,,,,,,,,False,,True,,True,"akropolis, temple","conflict, conquered"
290-Phara,Phara,Arkadia,,,,-420,,it may have had a Delphic theorodokos in C5l-C4e,,,,,False,,False,,,,
291-Pheneos,Pheneos,Arkadia,37.55,22.2,4,,,,5000:unknown,"Stangl (1999a), (1999b), estimates that the territory could support max. 5,000 individuals.",20,A recent survey suggests that the urban centre occupied c. 20 ha (Stangl (1999b) 178).,False,,True,,True,"akropolis, temple",
292-Phigaleia,Phigaleia,Arkadia,37.25,21.2,3,-750,,"At Bassai, on the southern slope of Mt. Kotilion, the sanctuary of Apollo Bassitas or Epikourios can be traced back to c. C8s or c. 700. Citizens of Phigaleia achieved Olympic victories in C6.",,,,"'Fortifications embrace a large area, approximately 1.5 km north-south and 1.3 km east-west'",False,,False,democracy,True,"akropolis, agora, temple, theatre",conflict
293-Phorieia,Phorieia,Arkadia,,,,,,,,,,,False,,False,,,,
294-Psophis,Psophis,Arkadia,37.5,21.55,4,-600,,"SEG 24 299 is a C6s dedication of a shield by the city at Olympia, indicating that it was conducting military campaigns by that time. For Archaic stray finds from the site, see Jost (1985) 57. Polybios at 4.70.3 calls the city a palaion Arkadon ktisma.",,,80,The circuit wall enclosed an area of 80 ha (Meyer (1959) 1424).,False,,True,,True,"akropolis, temple, stoa",conflict
295-Pylai,Pylai,Arkadia,,,,-500,,the ethnic Parpylaios (SEG 18 157 (C5)),,,,,False,,False,,,,
296-Stymphalos,Stymphalos,Arkadia,37.5,22.3,3,-500,,"sufficient Classical pottery has now been found to push the existence of the town back into C5 (H.Williams et al. (1997) 41, 43; part of the road system may also predate C4: ibid. 42). So far, the earliest pottery from the site is Late Archaic (ibid. 8). The toponym is in SEG 35 371 (C5f).",,,40,it seems to have enclosed an area of at least 40 ha (calculated on the basis of H. Williams (1983) fig. 1),True,"According to Paus. 8.22.1-2, old Stymphalos was not in the same place as the known city, but we have no idea about where this can have been; however, at the village of Lafka, part of a well-preserved polygonal circuit wall has been found, thus providing a possible candidate for early Stymphalos. The later city was laid out as an orthogonally planned town some time in the fourth century (= 375-350).",True,,True,"akropolis, agora, temple, theatre",conflict
297-Tegea,Tegea,Arkadia,37.3,22.25,4,,,,,"Tegea fielded 500 hoplites for Thermopylai (Hdt. 7. 202), but at Plataiai the city provided 1,500 (Hdt. 9. 27. 3) in addition to 1,500 psiloi (Hdt. 9. 61. 2); at the battle of Nemea in 394 the city may have fielded upwards of 2,400 hoplites (Roy (1971b) 440). Finally, the stasis of 370 sent 800 oligarchs into exile at Sparta (Xen. Hell. 6. 5. 10). These figures suggest a substantial population, but its exact size cannot be estimated (cf. Forsen (2000) 36-39), and it is, furthermore, not known how large a fraction of the population resided in the town.",190.0,"The area enclosed by the wall seems to have had the shape of 'an irregular ellipse, with the long axis measuring 2,000 metres and the short axis 1,400 metres' (Voyatzis (1990) 12; cf. Berard (1892) 547). It measured max. c. 190 ha.",True,"According to Strabo 8.3.2, Tegea was (at an uncertain date) synoecised from nine demes, whose names are given at Paus. 8.45.1.",True,oligarchy,True,"akropolis, agora, temple, theatre, law_courts, stoa",conflict
298-Teuthis,Teuthis,Arkadia,37.35,22.0,,,,"Pausanias states that it was formerly a polisma. According to Paus. 8.27.4, Teuthis was, prior to the foundation of Megalopolis (r 371), among the communities whose relationship to Orchomenos could be described by the phrase syntelein es.",,,,"The city proper lay below the acropolis. The site is now occupied by the village of Dimitsana, and so the degree of ancient urbanisation cannot be estimated.",False,,True,,True,akropolis,
299-Thaliades,Thaliades,Arkadia,37.45,21.55,,,,"the sherds at the site range from Classical to Heltic, but Jost (1985) 44 refers to earlier material.",,,,,False,,True,,True,"akropolis, temple",
300-Thelphousa,Thelphousa,Arkadia,37.45,21.55,4,,,,,,,"The city was situated on a hill and covered an extensive area on the lower slopes, not all of which was occupied",False,,True,,True,"akropolis, agora, temple, stoa",conflict
301-Thisoa,Thisoa,Arkadia,37.4,22.05,1,,,Thisoa is listed as a polis in the urban or political sense at Paus. 8.27.4 (r 371). The oldest remains reported are C3.,,,,,False,,False,,True,akropolis,
302-Torthyneion,Torthyneion,Arkadia,37.4,22.1,,-420,,"There are clear indications of habitation at Torthyneion, with abundant sherds ranging from the Geometric to the Heltic periods. Syll.³ 90.9 = REG 62 (1949) 4-12 (C5l-C4e) attests the existence of a Delphic theorodokos at Torthyneion.",,,,,False,,False,,True,,
303-Trapezous,Trapezous,Arkadia,37.25,22.05,2,,-371,"According to Paus. 8.27.4, Trapezous was among the communities that the Arkadian Confederacy decreed to relocate to Megalopolis; however, the Trapezountioi resisted the decision, but a part of the population was relocated by use of force, whereas another part left the Peloponnese (Paus. 8.27.5). The synoecism thus meant the end of the city's existence.",,,,,True,"Trapezous was among the communities that the Arkadian Confederacy decreed to relocate to Megalopolis; however, the Trapezountioi resisted the decision, but a part of the population was relocated by use of force, whereas another part left the Peloponnese. The synoecism thus meant the end of the city's existence.",False,,,,"conflict, conquered"
304-Epeion,Ep(e)ion,Triphylia,37.35,21.5,2,-450,,"From Hdt. 4.148.4 and Xen. Hell. 3.2.23, 31 it appears that in C5s (at the latest) Ep(e)ion was a perioikic community of Elis",,,,The acropolis covers an area of 150 × 25 m.,False,,False,,True,akropolis,"conflict, conquered"
305-Epitalion,Epitalion,Triphylia,37.4,21.3,2,-420,,"It appears from a combination of Xen. Hell. 3.2.20, 25 and 30 that by C5l (at the latest) Epitalion was a perioikic community of Elis",,,,,False,,False,,,,"conflict, conquered"
306-Lepreon,Lepreon,Triphylia,37.25,21.45,3,,,,200:-479,"Lepreon provided 200 hoplites for the battle of Plataiai in 479 (Hdt. 9. 28. 4), but this is the only indication we have for the order of size of the population.",,"The extent of the lower city was considerable, according to Frazer (1898) iii. 474 (cf. Pritchett (1989) 59).",True,"According to Strabo 8.3.30, Lepreon at some point absorbed Pylos by synoecism (Moggi, Sin. 168 proposes a date c. 460; cf. Demand (1990) 64).",False,,True,"akropolis, agora, temple","conflict, conquered"
307-Makiston,Makiston,Triphylia,37.35,21.4,3,-500,-219,"a Doric peripteral temple, probably of C5e (Trianti (1985) 23-24); After c. 400-369 (SEG 35 389) the city is mentioned as existing only once (AR (1996-97) 49 (C3)), and it is absent from Polybios' list of Triphylian cities at 4.77.9; it may have ceased to exist by 219, the date to which Polybios' description of Triphylia refers.",,,,,False,,False,,True,"akropolis, temple",
308-Noudion,Noudion,Triphylia,,,,,,,,,,,False,,False,,,,conquered
309-Phrixai,Phrixa(i),Triphylia,37.4,21.45,2,-460,,"In C5m Phrixa(i) seems to have been considered to be Arkadian (Pherekydes (FGrHist 3) fr. 161), but from a combination of Hdt. 4.148.4 and Xen. Hell. 3.2.23, 30 it appears that in C5l (at the latest) the city was a perioikic community of Elis",,,,,False,,False,,True,akropolis,"conflict, conquered"
310-Pyrgos,Pyrgos,Triphylia,37.35,21.35,,-500,,"In C5 Pyrgos was probably the victim of Eleian aggression (Hdt. 4. 148. 4), but apart from that nothing is known about the political history of the city in the Archaic and Classical periods; it may be assumed, however, that it became a perioikic dependency of Elis... was liberated c. 400, joined the Triphylian Federation and through it the Arkadian Confederacy. Here a small C5e temple of Zeus has been found... a city of C5s with traces of earlier occupation.",,,,,False,,False,,,temple,"conflict, conquered"
311-Skillous,Skillous,Triphylia,37.35,21.35,,,-371,"In 371, the Eleians claimed that Skillous was a polis belonging to them, but the implications of this claim are uncertain. After 371, Skillous disappears from the records.",,,,,False,,False,,,,"conflict, conquered"
312-Aithaia,Aithaia,Messenia,,,,-800,,Malkin (1994) 85 tentatively advances Thouria (no. 322) and Aithaia as possible C8 foundations.,,,,,False,,False,,,,conflict
313-Asine,Asine,Messenia,36.45,21.55,2,,,The earliest find is an early Archaic Protocorinthian sherd. Asine was peopled with the expelled population of Argolic Asine (Dryopians) when it was destroyed after the First Messenian War. After 338/7 it may have belonged to a Messenian koinon.,,,,,False,,False,,,,"conflict, conquered"
314-Aulon,Aulon,Messenia,37.2,21.4,2,,,"Aulon is called a polis only by Steph.Byz. 147.6, who lists it as 'one of the 100 poleis', suggesting a Classical or Heltic source such as Theopompos; it is not clear whether polis is here used in the urban or the political sense. It is not certain, however, that Aulon was a polis in the Classical period.",,,3.0,"Hope Simpson (1972) 94 and n. 101, however, suggests MME no. 602, Ag. Ilias, a Classical and Heltic site of at least 3 ha with a good view over the coastal route.",False,,False,,True,,"conflict, conquered"
315-Kardamyle,Kardamyle,Messenia,36.5,22.15,1,,,"Archaic to mediaeval remains, as well as prehistoric. It is generally thought to have been a perioikic polis during Spartan rule over Messenia.",,,,,False,,False,,,,conquered
316-Korone,Korone,Messenia,36.5,21.55,3,-369,,"Pausanias says that it was originally called Aipeia, but was renamed Koroneia by its Theban oecist, Epimelides, after the liberation of Messenia... This suggests a re foundation c. 369; however, Lazenby (1972) 89 and Hope Simpson (1972) 99 n. 125 suggest that Korone (and Kolonides) were founded in the aftermath of 369 to isolate perioikic Asine and Mothone.",,,,,True,"Pausanias says it was originally called Aipeia, but was renamed Koroneia by its Theban oecist Epimelides after the liberation of Messenia, suggesting a re-foundation c. 369.",True,,True,temple,conflict
317-Kyparissos,Kyparissos,Messenia,37.15,21.4,3,-500,,"the decree IG v.1 1421 (C4-C3) demonstrates that it was a polis in the political sense long before that date; parts are C5 or later; some black-figured pottery; In 365/4, when Kyparissos was captured by Arkadian forces, it was evidently a defended settlement",,,1.0,a settlement of 1 ha or more,False,,True,,True,,"conflict, conquered"
318-Messene,Messene,Messenia,37.1,21.55,4,-369,,Messene was founded after the first Boiotian invasion of Laconia by Epameinondas and his allies in 370/69,,,290,"They are c. 8 km long and enclose c. 290 ha (Meyer (1978) 138), not all of which was built up.",False,,True,democracy,True,"akropolis, temple, ekklesiastierion",conflict
319-Mothone,Mothone,Messenia,36.5,21.4,2,,,Mothone is called a polis in the urban sense by Thuc. 2.25.2; Hope Simpson (1972) 98 n. 96 notes evidence of late Archaic habitation. Pausanias says that Mothone was founded by exiles from Nauplia.,,,,,False,,True,,True,,"conflict, conquered"
320-Pharai,Pharai,Messenia,37.0,22.1,1,,,"Pharai was clearly a polis by 182, when it joined the Achaian Confederacy separately from Messene (Polyb. 23. 17. 2); but earlier references are vague about its status. Archaeological evidence suggests that it was a significant settlement from early times, and a fortified polis at least post-369.",,,,,False,,False,,True,"akropolis, temple",conflict
321-Thalamai,Thalamai,Messenia,36.45,22.2,1,-700,,"where Archaic to Roman finds have been made, including a C7 (?) terracotta statuette",,,,,False,,False,,True,temple,
322-Thouria,Thouria,Messenia,37.05,21.0,2,-465,,"Thouria was the only perioikic polity apart from Aithaia (no. 312) to revolt in 465 (Thuc. 1.101.2). It is not explicitly called a polis, however, before IvO 46 (a C2m boundary adjudication with Megalopolis (no. 282)), where it is called polis in the political sense. But it was probably a polis long before.",,,,the extent of the historical site is not stated in the literature,False,,False,democracy,True,temple,conflict
323-Aigys,Aigys,Lakedaimon,37.15,22.1,1,,,"Paus. 3.2.5 (rC8e) gives an anachronistic version of history in which Aigys, already a perioikic polis, was enslaved by the Lakedaimonians under Archelaos (c. 775 - c. 760). If Aigys existed as a named settlement from late Classical to Roman times, it was probably Tsamaina Kamaras in the south of Megalopolitan territory, which has C4l-second century ad pottery. We are left with no certain evidence that Aigys was ever a perioikic polis, but it was a settlement after C4m and perhaps in early times.",,,,,False,,False,,,,"conflict, conquered"
324-Anthana,Anthana,Lakedaimon,37.2,22.5,1,-420,,"Thuc. 5.41.2 places Anthana (with Thyrea) in Kynouria, and says it was a Lakedaimonian possession in C5l; It will have remained Spartan until 338, when Philip II assigned some Spartan territory to Argos",,,,,False,,False,,True,akropolis,"conflict, conquered"
325-Aphroditia,Aphroditia,Lakedaimon,,,,,-300,"Aphroditia may still have existed in C4m or later (see Boia (no. 327)). It is not attested after C4 (except in Paus. 3.22.11), and if it disappeared as a polis by c. 300, both cult and legend should predate that time.",,,,,True,"Aphroditia was synoecised into Boia along with Etis and Side, presumably in C4s (Paus. 3.22.11).",False,,,temple,
326-Belbina,Belbina,Lakedaimon,37.15,22.15,1,,-369,"Geometric to Archaic finds in the area tend to push the existence of this possible polis back before 300. Belbina is called a polis in the (urban and) political sense only by Paus. 8.27.4 (r 369), in his list of poleis from which Megalopolis (no. 282) was founded.",,,,,True,"Belbina is listed among the poleis from which Megalopolis was founded via synoecism (r 369), as stated in Paus. 8.27.4.",False,,,,
327-Boia,Boia,Lakedaimon,36.3,23.04,2,-460,,"Supposing Boia to have been founded in C4m (supra), it certainly absorbed the territory of Etis. Possibly these poleis or settlements synoecised with an existing polis of Boia in the late Classical period, perhaps as a result of changes in the Spartan state following 369.",,,,,True,"According to Pausanias, Boia was founded by Boios the Heraklid, who brought men from three poleis, Etis, Aphrodisia and Side. Possibly these poleis or settlements synoecised with an existing polis of Boia in the late Classical period, perhaps as a result of changes in the Spartan state following 369.",True,,,temple,
328-Chen,Chen,Lakedaimon,,,,,,,,,,,False,,False,,,,
329-Epidauros,Epidauros,Lakedaimon,36.45,23.0,2,-500,,"According to Paus. 3.23.6-7, Epidauros Limera was founded by envoys from the Asklepieion of Argolic Epidauros. If true, this would imply a date after c. 500.",,,3.0,The fortified area enclosed c. 3 ha; the lower town was probably much more extensive,False,,False,,True,akropolis,conflict
330-Etis,Etis,Lakedaimon,36.3,23.05,,,-360,It may have disappeared in C4m. Paus. 3.22.13 (if correctly restored) describes Etis as in ruins.,,,,,True,"Etis, with Aphroditia and Side, were synoecised into Boia, presumably in C4s.",False,,,temple,
331-Eua,Eua,Lakedaimon,37.2,22.4,,-500,,"A city-ethnic may be attested as early as c. 500 in the form... it has a long life, though the archaeological evidence suggests late Classical and Heltic decline.",,,,,False,,True,,True,temple,conquered
332-Geronthrai,Geronthrai,Lakedaimon,36.6,22.45,2,-500,-195,"If the name lists IG v.1 1133-34 (infra) are public records of athletic victories by people (citizens) of Geronthrai (Hodkinson (1999) 156-57), then it was possibly a polis by c. 500. It was probably lost to Sparta in 195.",,,,,False,,False,,True,"akropolis, temple","conflict, conquered, fire"
333-Gytheion,Gytheion,Lakedaimon,36.5,22.35,2,-500,,"Archaeological finds, however, begin in the Archaic period. SEG 11 926 (C5) is a bronze goat dedicated to Apollo-ineios (Karneios?).",,,,,False,,True,,True,temple,conflict
334-Kromnos,Kromnos,Lakedaimon,37.2,22.05,1,-460,,"The pottery (C5m-C4) suggests a Classical foundation (Pikoulas (1988a) 161-64; AR 29 (1982-83) 28-29; BCH 107 (1983) 764-67), possibly by Lakedaimonians. The finds are consistent with abandonment during or after C4.",,,,,True,"Now or earlier, the town was synoecised into Megalopolis (no. 282) (Paus. 8.27.4); it was ruined but 'not quite vanished' in Pausanias' day (8.34.6).",False,,,,"conflict, conquered"
335-Kyphanta,Kyphanta,Lakedaimon,37.0,23.0,1,-460,,"the appearance of one of its citizens in a catalogue of proxenoi from Keos (IG xii.5 542.21, Karthaia (no. 492)? (C4m)) proves that it was a polity already in the Classical period.",,,,,False,,False,,True,,
336-Kythera,Kythera,Lakedaimon,36.15,23.05,4,-420,,"Thuc. 4. 54. 1, the earliest evidence for the town; IG ii² 9110, C4e",,,,,False,,False,,True,temple,"conflict, conquered"
337-Las,Las,Lakedaimon,36.4,22.3,1,,,"The acropolis has produced Protogeometric to Roman finds, including a late Archaic or early Classical votive stele. The earliest mention is at Hom. Il. 2.585.",,,,,False,,True,,True,"akropolis, temple",conflict
338-Oinous,Oinous,Lakedaimon,,,,-500,,"the bronze plaque SEG 13 239 (LSAG 169 no. 22; BCH 77 (1953) 395 ff; Argos, c. 475?), the earliest evidence for Oinous",,,,,False,,False,,,,
339-Oios,Oios,Lakedaimon,37.2,22.25,1,,,"If correctly identified, Oios may have existed only in the Classical period.",,,,,False,,False,,,temple,conflict
340-Oitylos,Oitylos,Lakedaimon,36.4,22.25,1,,,"The archaeological evidence to date is too imprecise to confirm that Oitylos was a Classical polis, though that remains a possibility.",,,,,False,,False,,True,"agora, temple",
341-Pellana,Pellana,Lakedaimon,37.1,22.2,1,,,"Pellana is called a polis only retrospectively, by Diod. 15. 67. 2 bis (r 369/8). For Paus. 3. 21. 2 Pellana was a polis 'of old'. The only Classical attestation of the city-ethnic is individual and external, in IG xii. 5 542. 20-1 (Karthaia (no. 492)? (C4m)), which lists a man of Pellana as proxenos of the issuing polis and provides confirmation that it was a polity in C4m.",,,,,False,,False,,,temple,conflict
342-Prasiai,Prasiai (Brasiates),Lakedaimon,37.1,22.55,2,-620,,Finds from c. C7l to Roman are evidence of a nucleated settlement.,,,,,False,,False,,,"akropolis, temple","conflict, conquered"
343-Sellasia,Sellasia,Lakedaimon,37.1,22.3,1,-560,-300,"From archaeological evidence, Sellasia was probably founded in C6m and abandoned in C3 (Catling (2002) 238-40). It was seen in ruins by Pausanias (3.10.7).",,,,,False,,False,,,temple,
344-Side,Side,Lakedaimon,36.3,23.1,1,,,,,,,,True,Pausanias says that Side was one of three poleis from which Boia was synoecised in early times.,False,,,,
345-Sparta,Sparta,Lakedaimon,37.05,22.3,5,,,,40000:-480,"Referring to 480, Hdt. 7.234.2 makes Damaratos say that the polis of Sparta contains approximately 8,000 men-possibly the only remotely reliable estimate of total Spartiate numbers. In 480, the total population in citizen families may have been c. 35,000-40,000 (Cartledge (1979) 222).",209,"expanded into walls with a circuit of 48 stades (Polyb. 9.26a.2), enclosing c. 209 ha (Cartledge and Spawforth (1989) 133).",False,,True,mixed,True,"akropolis, agora, temple, stoa","conflict, earthquake"
346-Thyrea,Thyrea,Lakedaimon,37.25,22.4,1,,,,,,,,False,,False,,True,,"conflict, conquered, fire"
347-Argos,Argos,Argolis,37.4,22.45,5,,,,12000:-394,"at Nemea in 394, the Argives could muster c. 7,000 hoplites (Xen. Hell. 4.2.17), to whom should be added a contingent of knights (Charneux (1991) 316 n. 126). A total of perhaps 7,500 hoplites and knights in the field army corresponds to some 12,000 adult male citizens of hoplite status (Hansen (1985) 11-13, 16-21).",200,In the Classical period the walls seem to have enclosed an area of over 200 ha (Lang (1996) 174 and Abb. 34).,False,,True,democracy,True,"akropolis, agora, temple, bouleuterion, prytaneion, ekklesiastierion, theatre, gymnasium, law_courts, stoa","conflict, fire"
348-Epidauros,Epidauros,Argolis,37.4,23.1,4,,,,23500:-480,"In 480 Epidauros provided eight triremes at Artemision (Hdt. 8.1.2) and ten at Salamis (Hdt. 8.43), as well as 800 men at Plataiai in 479 (Hdt. 9.28.4). Assuming that there is no overlap between the forces, Jameson et al. (1994) 556-59 estimates the military strength of Troizen at 2,800 men, and the total population at c. 16,000 minimum and 23,500 maximum.",,,False,,True,democracy,True,"akropolis, agora, temple, theatre",conflict
349-Halieis,Halieis,Argolis,37.2,23.1,2,-700,-300,Remains of a settlement at Halieis can be traced back to the Geometric period. The town flourished in the Archaic and Classical periods (Jameson et al. (1994) 435-37). fortification on the site can be traced back to at least C7. Excavations show that the town was abandoned in C3e at the latest (Jameson et al. (1994) 436-37).,3750:-360,"The walls enclosed an area of 18 ha, of which some 15 ha were suitable for habitation in C4m. Assuming a population density of 250 per ha, the town may in C4m have had some 3,750 inhabitants (Jameson et al. (1994) 551).",18,"The walls enclosed an area of 18 ha, of which some 15 ha were suitable for habitation in C4m.",True,In c. 460 Halieis must have been ceded by Hermion to the Tirynthians after they had been expelled from Tiryns by the Argives. They formed a community called Halieis hoi ek Tirynthos.,True,,True,"akropolis, temple, stoa",conflict
350-Hermion,Hermion,Argolis,37.25,23.15,4,,,,"7500:-480, 4200:-460","Jameson et al. (1994) 556-59 estimate the military strength of Hermion at 900 men, and the total population at c. 5,000 minimum and 7,500 maximum. Assuming a population density of 250 per ha, the town may in C4m have had some 4,200 inhabitants.",22.5,"The walls enclosed an area of 22.5 ha, of which some 8.5 ha were available for habitation in C6, and almost 17 ha in C4.",True,"In the Archaic and Classical periods it was situated at the tip of a headland between two well-protected natural harbours, but later, perhaps in C2 or C1, it was moved c. 1 km westwards to the far end of the peninsula and to the lower slopes of Mt. Pron.",True,,True,temple,conflict
351-Kleonai,Kleonai,Argolis,37.5,22.45,3,-573,-315,they had probably been organised by Kleonai from their foundation in 573 ... But at some point in C4l Kleonai was incorporated into Argos and became a civic subdivision of that polis (SEG 30 355 (C4l); IG iv 616 (c. 315)).,8000:unknown,"Its territory covered some 135 km², and its total population has been assessed at c. 8,000 persons (Sakellariou and Faraklas (1971) 122, 125, 128).",,,False,,True,,True,"akropolis, temple","conflict, conquered"
352-Methana,Methana,Argolis,37.35,23.2,2,,,"The number of sites reached its peak in C5l, and there were considerably fewer sites in C4. In the Heltic period Methana was controlled by the Ptolemaic kings and renamed Arsinoe en Peloponnesoi.",,,8,The town was on the west coast of the peninsula; it covered an area of c. 5 ha in the Archaic and c. 8 ha in the Classical period.,False,,True,,True,akropolis,"conflict, conquered"
353-Mykenai,Mykenai,Argolis,37.45,22.45,2,,-460,"In c. 460, taking advantage of the weakness of Sparta after the earthquake in 464, the Argives and their allies besieged the Mykenaians... Mykenai was starved into surrender and exposed to an andrapodismos... The city itself was demolished and its territory divided among Argos, Kleonai and Tenea.","80:-480, 400:-479","It provided 80 men at Thermopylai in 480 (Hdt. 7. 202) and, together with Tiryns (no. 356), 400 men at Plataiai in 479 (Hdt. 9. 28. 4).",,,False,,False,,True,akropolis,"conflict, conquered, starvation"
354-Orneai,Orneai,Argolis,37.45,22.35,1,,,"The only source in which Orneai is called a polis (in the urban sense) is Diod. 16. 34. 3 (r 353/2) and 39. 4 (r 352/1). Paus. 8. 27. 1 (rC5) calls Orneai a polisma, but, referring to his own time, Strabo classifies Orneai as a kome (8. 6. 17).",,,,,True,"According to Paus. 2. 25. 6, the inhabitants were transferred to Argos. Pausanias (8. 27. 1) cites the Argive synoecism of Tiryns, Hysiai, Orneai, Mykenai and Mideia as a model for the synoecism of Megalopolis. Subsequently, Orneai was resettled.",False,,True,,"conflict, conquered"
355-Phleious,Phleious,Argolis,37.5,22.4,3,,,,20000:-381,"At Hell. 5.3.16 Xenophon quotes the Lakedaimonians for the statement that Phleious had 5,000 adult male citizens, probably an exaggerated figure (= a total population of 20,000 minimum, with 150 persons per km²!)",60,An urban survey of the town indicates that it covered an area of c. 60 ha (Alcock (1991) 428 fig. 3).,False,,True,democracy,True,"akropolis, agora, temple, bouleuterion, theatre, law_courts, stoa","conflict, conquered, starvation"
